id_day,day,id_teacher,id_space,name,id_building,id_headquarters,building_name,id_university_subject,full_name,semesters,university_subject_code,entry_time,departure_time,group,hours,id_authorization_program,id_program,program_code,program_full_name,id_university_period,id_day_time_slot,id_time_slot
5,Friday,T059,28,Laboratorio de Fisica,1,1,Sede Victoria,112,Experimentación Fisica I,4,106070M,15:00:00,17:00:00,51,2,3,1,3743,Ingeniería de Sistemas,3,38,6
5,Friday,T068,3,Salon 3,2,1,Sede Villa Campestre,305,Deshidratación de Alimentos,8,745029M,07:00:00,10:00:00,50,3,16,3,3753,Ingeniería de Alimentos,5,33,1
4,Thursday,T054,5,Salon 5,2,1,Sede Villa Campestre,1180,Planeación Estratégica y Prospectiva,8,801185C,07:00:00,10:00:00,50,3,19,2,3845,Administracion de empresas,8,25,1
6,Saturday,T007,15,Sala de Sistemas 4,3,1,Sede Principe,81,Matemáticas Discretas II,3,750005C,07:00:00,11:00:00,50,4,2,1,3743,Ingeniería de Sistemas,6,41,1
5,Friday,T076,17,salon 10,3,1,Sede Principe,539,Ecuaciones Diferenciales,4,111026C,10:00:00,13:00:00,50,3,2,1,3743,Ingeniería de Sistemas,10,34,2
5,Friday,T056,11,salon 4,3,1,Sede Principe,622,Introducción a la Ingeniería,1,701003C,14:00:00,16:00:00,51,2,7,3,3753,Ingeniería de Alimentos,4,37,5
4,Thursday,T033,6,Salon 6,2,1,Sede Villa Campestre,401,Sistemas de producción,6,801063M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,5,31,7
1,Monday,T160,11,salon 4,3,1,Sede Principe,553,Desarrollo de software I,4,750009C,14:00:00,17:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,6,5,5
5,Friday,T131,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,520,QuÍmica general + Laboratorio,1,116017C,08:00:00,11:00:00,51,3,20,11,3643,Nutricion y dietetica,8,33,1
2,Tuesday,T209,18,salon 11,3,1,Sede Principe,1308,DIETOTERAPIA II,7,605035C,14:00:00,17:00:00,50,3,20,11,3643,Nutricion y dietetica,10,13,5
4,Thursday,T075,20,salon 13,3,1,Sede Principe,321,Taller Construcción de edificaciones  I,2,502013C,07:00:00,11:00:00,50,4,5,4,3554,Construccion,5,25,1
4,Thursday,T004,18,salon 11,3,1,Sede Principe,129,Introducción a la Inteligencia Artificial,7,750033M,13:00:00,15:00:00,50,2,3,1,3743,Ingeniería de Sistemas,5,28,4
2,Tuesday,T003,13,salon 6,3,1,Sede Principe,470,Matemáticas Discretas I,2,750004C,07:00:00,09:00:00,50,2,29,8,2724,Tecnología en Desarrollo de Software,4,9,1
1,Monday,T070,18,salon 11,3,1,Sede Principe,245,Comprensión y Producción de Textos Académicos,1,204161M,15:00:00,18:00:00,50,3,6,5,3249,Trabajo social,5,6,6
5,Friday,T009,25,Coliseo,2,1,Sede Villa Campestre,563,Deporte Formativo,5,404001M,18:20:00,20:20:00,50,2,13,9,2710,Tecnología en Electronica,4,39,7
3,Wednesday,T149,28,Laboratorio de Fisica,1,1,Sede Victoria,1251,Electiva profesional III: Perspectivas Teóricas y Conceptuales en Contaduría Pública,9,802094C,10:00:00,12:00:00,55,2,18,6,3841,Contaduría Publica,9,18,2
4,Thursday,T017,4,Salon 4,2,1,Sede Villa Campestre,109,Fisica II,4,106015M,13:00:00,17:00:00,51,4,3,1,3743,Ingeniería de Sistemas,3,28,4
3,Wednesday,T009,25,Coliseo,2,1,Sede Villa Campestre,1119,DEPORTE FORMATIVO,1,404032C,07:00:00,09:00:00,50,2,5,4,3554,Construccion,8,17,1
4,Thursday,T113,8,salon 1,3,1,Sede Principe,530,Matemáticas aplicadas a la edificación,1,502001C,07:00:00,10:00:00,50,3,5,4,3554,Construccion,9,25,1
5,Friday,T047,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,808,Inglés con fines generales y académicos III,5,204027C,07:00:00,11:00:00,51,4,19,2,3845,Administracion de empresas,9,33,1
5,Friday,T038,17,salon 10,3,1,Sede Principe,688,Creación de Nuevos Productos,7,801178M,18:20:00,21:20:00,50,3,1,2,3845,Administracion de empresas,4,40,8
3,Wednesday,T090,20,salon 13,3,1,Sede Principe,398,Fundamentos de costos,5,802091M,15:00:00,18:00:00,50,3,28,6,3841,Contaduría Publica,3,22,6
6,Saturday,T009,25,Coliseo,2,1,Sede Villa Campestre,63,DEPORTE Y SALUD,1,404002C,07:00:00,10:00:00,52,3,2,1,3743,Ingeniería de Sistemas,8,41,1
5,Friday,T111,4,Salon 4,2,1,Sede Villa Campestre,699,Macroeconomía y Coyuntura ,2,801069C,14:00:00,17:00:00,51,3,19,2,3845,Administracion de empresas,8,37,5
1,Monday,T222,3,Salon 3,2,1,Sede Villa Campestre,1169,Revisoría fiscal,8,802089C,07:00:00,10:00:00,50,3,18,6,3841,Contaduría Publica,10,1,1
2,Tuesday,T131,17,salon 10,3,1,Sede Principe,616,QuÍmica general + Laboratorio,1,116017C,08:00:00,10:00:00,51,2,7,3,3753,Ingeniería de Alimentos,6,9,1
6,Saturday,T042,27,Laboratorio de Electronica,2,1,Sede Villa Campestre,1032,Fisica + Laboratorio,3,106012C,17:00:00,20:00:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,8,66,11
2,Tuesday,T181,23,Sala De Sistemas 1	,3,1,Sede Principe,787,Sistemas operativos,4,750001C,10:00:00,13:00:00,51,3,2,1,3743,Ingeniería de Sistemas,8,10,2
1,Monday,T053,14,salon 7,3,1,Sede Principe,858,Matemáticas Básicas,1,111023C,18:20:00,20:20:00,53,2,30,12,2725,Tecnologia en Electronica Industrial,5,7,7
3,Wednesday,T072,3,Salon 3,2,1,Sede Villa Campestre,614,Cálculo Multivariable,3,111022C,14:00:00,17:00:00,54,3,7,3,3753,Ingeniería de Alimentos,6,21,5
3,Wednesday,T063,29,Planta de Alimentos,1,1,Sede Victoria,1251,Electiva profesional III: Perspectivas Teóricas y Conceptuales en Contaduría Pública,9,802094C,10:00:00,12:00:00,54,2,18,6,3841,Contaduría Publica,9,18,2
1,Monday,T094,24,Sala De Sistemas 2,3,1,Sede Principe,74,Fundamentos de  Programación Orientada a Objetos,2,750015C,14:00:00,17:00:00,51,3,2,1,3743,Ingeniería de Sistemas,3,5,5
1,Monday,T106,15,Sala de Sistemas 4,3,1,Sede Principe,309,Control e instrum. en la Indust Alimentos,8,710230M ,08:00:00,12:00:00,50,4,16,3,3753,Ingeniería de Alimentos,5,1,1
2,Tuesday,T110,14,salon 7,3,1,Sede Principe,911,Epistemologia de las ciencias sociales,3,207102M,14:00:00,17:00:00,50,3,6,5,3249,Trabajo social,7,13,5
2,Tuesday,T038,20,salon 13,3,1,Sede Principe,1277,Consultorio empresarial,9,801194C,18:20:00,21:20:00,52,3,23,2,3845,Administracion de empresas,10,15,7
4,Thursday,T075,20,salon 13,3,1,Sede Principe,962,Taller Construcción de Infraestructura Urbana I,5,502028C,07:00:00,11:00:00,51,4,5,4,3554,Construccion,10,25,1
6,Saturday,T167,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,891,Taller de Ingeniería V,6,745024C,10:00:00,13:00:00,51,3,7,3,3753,Ingeniería de Alimentos,9,42,2
6,Saturday,T053,27,Laboratorio de Electronica,2,1,Sede Villa Campestre,953,Experimentación  en Electricidad,2,710019C,14:00:00,17:00:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,6,45,5
5,Friday,T006,10,Sala de Sistemas 3,3,1,Sede Principe,460,Taller Tecnológico I,1,701006C,07:00:00,10:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,5,33,1
1,Monday,T008,1,Salon 1,2,1,Sede Villa Campestre,1140,SEMINARIO DE TRABAJO DE GRADO,8,750036C,09:00:00,10:00:00,51,1,2,1,3743,Ingeniería de Sistemas,8,1,1
5,Friday,T105,12,salon 5,3,1,Sede Principe,72,Cálculo Monovariable,2,111021C,10:00:00,12:00:00,50,2,2,1,3743,Ingeniería de Sistemas,5,34,2
6,Saturday,T096,12,salon 5,3,1,Sede Principe,430,Software y Procesos Contables,8,802099M,15:00:00,18:00:00,51,3,4,6,3841,Contaduría Publica,5,46,6
2,Tuesday,T004,12,salon 5,3,1,Sede Principe,1010,INTELIGENCIA ARTIFICIAL,6,750022C,08:00:00,12:00:00,50,4,2,1,3743,Ingeniería de Sistemas,10,9,1
4,Thursday,T015,2,Salon 2,2,1,Sede Villa Campestre,1155,"Impuestos de IVA y consumo, y Mecanismo de retención en la fuente",7,802062C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,10,31,7
2,Tuesday,T072,16,salon 9,3,1,Sede Principe,916,Álgebra lineal,2,111038C,08:00:00,10:00:00,53,2,7,3,3753,Ingeniería de Alimentos,7,9,1
4,Thursday,T021,21,salon 14,3,1,Sede Principe,222,Toma de Decisiones y Negociación,7,801218M,15:00:00,18:00:00,50,3,25,2,3845,Administracion de empresas,5,30,6
1,Monday,T040,10,Sala de Sistemas 3,3,1,Sede Principe,1220,HERRAMIENTAS PARA LA GESTIÓN DE PROYECTOS DE TECNOLOGÍAS DE LA INFORMACIÓN,9,750030C,14:00:00,17:00:00,50,3,2,1,3743,Ingeniería de Sistemas,9,5,5
5,Friday,T018,6,Salon 6,2,1,Sede Villa Campestre,513,Psicopatologia,4,207091M,10:00:00,13:00:00,50,3,6,5,3249,Trabajo social,10,34,2
5,Friday,T027,1,Salon 1,2,1,Sede Villa Campestre,272,Seminario De Monografía,8,207052M,10:00:00,13:00:00,51,3,6,5,3249,Trabajo social,3,34,2
2,Tuesday,T246,15,Sala de Sistemas 4,3,1,Sede Principe,624,Microbiología + Laboratorio,5,745011C,10:00:00,12:00:00,51,2,7,3,3753,Ingeniería de Alimentos,10,11,3
1,Monday,T041,2,Salon 2,2,1,Sede Villa Campestre,932,COMPRENSIÓN Y PRODUCCIÓN DE TEXTOS ACADÉMICOS GENERALES,2,204133C,15:00:00,18:00:00,54,3,20,11,3643,Nutricion y dietetica,5,6,6
1,Monday,T033,5,Salon 5,2,1,Sede Villa Campestre,701,Diseño Organizacional ,2,801079C,14:00:00,17:00:00,50,3,19,2,3845,Administracion de empresas,8,5,5
2,Tuesday,T005,23,Sala De Sistemas 1	,3,1,Sede Principe,558,Fundamentos de Programación Funcional y Concurrente,4,750013C,07:00:00,10:00:00,50,3,2,1,3743,Ingeniería de Sistemas,8,9,1
1,Monday,T148,6,Salon 6,2,1,Sede Villa Campestre,1177,Evaluación financiera de proyectos,7,802041C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,8,7,7
4,Thursday,T131,9,salon 2,3,1,Sede Principe,520,QuÍmica general + Laboratorio,1,116017C,16:00:00,18:00:00,51,2,20,11,3643,Nutricion y dietetica,8,30,6
4,Thursday,T003,18,salon 11,3,1,Sede Principe,76,Matemáticas Discretas I,2,750004C,14:00:00,18:00:00,50,4,2,1,3743,Ingeniería de Sistemas,7,29,5
1,Monday,T098,9,salon 2,3,1,Sede Principe,946,"Seminario en Constitución, Legislación y Ética de la profesión",6,730026C,07:00:00,10:00:00,51,3,14,8,2724,Tecnología en Desarrollo de Software,10,1,1
3,Wednesday,T056,11,salon 4,3,1,Sede Principe,888,Operaciones con sólidos,4,745013C,10:00:00,13:00:00,50,3,7,3,3753,Ingeniería de Alimentos,7,19,3
2,Tuesday,T088,17,salon 10,3,1,Sede Principe,664,Investigación de Mercados,6,801052M,07:00:00,10:00:00,50,3,25,2,3845,Administracion de empresas,4,9,1
5,Friday,T148,23,Sala De Sistemas 1	,3,1,Sede Principe,438,Evaluación Financiera de Proyectos,10,802010M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,9,39,7
4,Thursday,T045,23,Sala De Sistemas 1	,3,1,Sede Principe,1177,Evaluación financiera de proyectos,7,802041C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,10,31,7
2,Tuesday,T057,15,Sala de Sistemas 4,3,1,Sede Principe,461,Inserción a la Vida Universitaria,1,701001C,07:00:00,09:00:00,52,2,14,8,2724,Tecnología en Desarrollo de Software,7,9,1
6,Saturday,T034,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,859,Fundamentos de Programación ,1,750011C,14:00:00,17:00:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,7,45,5
3,Wednesday,T032,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,814,Modelos y Simulación de datos para las organizaciones,4,801105C,18:20:00,21:20:00,50,3,23,2,3845,Administracion de empresas,9,23,7
3,Wednesday,T113,21,salon 14,3,1,Sede Principe,786,Algebra Lineal,2,111038C,10:00:00,12:00:00,51,2,2,1,3743,Ingeniería de Sistemas,9,18,2
3,Wednesday,T072,21,salon 14,3,1,Sede Principe,313,Ecuaciones Diferenciales,4,111026C,08:00:00,10:00:00,51,2,7,3,3753,Ingeniería de Alimentos,9,17,1
6,Saturday,T053,27,Laboratorio de Electronica,2,1,Sede Villa Campestre,953,Experimentación  en Electricidad,2,710019C,14:00:00,17:00:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,7,45,5
3,Wednesday,T094,23,Sala De Sistemas 1	,3,1,Sede Principe,545,Aplicaciones en la Web y redes inalambricas,6,750087M,07:00:00,10:00:00,51,3,21,8,2724,Tecnología en Desarrollo de Software,4,17,1
2,Tuesday,T098,11,salon 4,3,1,Sede Principe,180,Introducción al derecho y constitución política ,1,801042C,07:00:00,10:00:00,51,3,19,2,3845,Administracion de empresas,7,9,1
5,Friday,T043,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,1083,Sistemas de información y bases de datos contables,7,802058C,14:00:00,17:00:00,50,3,18,6,3841,Contaduría Publica,9,37,5
3,Wednesday,T093,1,Salon 1,2,1,Sede Villa Campestre,815,Costos y Presupuestos Gerenciales,4,802028C,18:20:00,21:20:00,50,3,23,2,3845,Administracion de empresas,5,23,7
2,Tuesday,T015,3,Salon 3,2,1,Sede Villa Campestre,422,Legislación Tributaria I,6,802036M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,3,16,8
2,Tuesday,T064,14,salon 7,3,1,Sede Principe,223,Creación de empresas,8,801182M,18:20:00,21:20:00,50,3,1,2,3845,Administracion de empresas,7,15,7
2,Tuesday,T185,14,salon 7,3,1,Sede Principe,82,Cálculo Multivariable,3,111022C,10:00:00,13:00:00,54,3,2,1,3743,Ingeniería de Sistemas,8,10,2
1,Monday,T087,21,salon 14,3,1,Sede Principe,1192,Sistemas Automáticos de Control,5,710036C,18:20:00,22:20:00,50,4,30,12,2725,Tecnologia en Electronica Industrial,10,8,8
2,Tuesday,T106,9,salon 2,3,1,Sede Principe,1191,Instrumentación Industrial,5,710033C,18:20:00,22:20:00,50,4,30,12,2725,Tecnologia en Electronica Industrial,9,16,8
2,Tuesday,T008,6,Salon 6,2,1,Sede Villa Campestre,137,Evaluación y Administración de Proyectos,8,760105M,14:00:00,17:00:00,50,3,3,1,3743,Ingeniería de Sistemas,3,13,5
1,Monday,T226,20,salon 13,3,1,Sede Principe,537,Construcción de Edificaciones II,3,502023C,07:00:00,10:00:00,50,3,5,4,3554,Construccion,10,1,1
2,Tuesday,T054,12,salon 5,3,1,Sede Principe,809,Gestión del Conocimiento e Innovación,5,801114C,07:00:00,10:00:00,50,3,19,2,3845,Administracion de empresas,5,9,1
3,Wednesday,T029,8,salon 1,3,1,Sede Principe,1037,IMPACTOS AMBIENTALES,5,730078C,14:00:00,17:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,9,21,5
4,Thursday,T056,2,Salon 2,2,1,Sede Villa Campestre,652,Diseño de procesos en la industria de alimentos  ,9,745055M ,14:00:00,17:00:00,50,3,16,3,3753,Ingeniería de Alimentos,4,29,5
5,Friday,T105,16,salon 9,3,1,Sede Principe,467,Cálculo Monovariable,2,111021C,16:00:00,18:00:00,51,2,29,8,2724,Tecnología en Desarrollo de Software,4,37,5
1,Monday,T057,12,salon 5,3,1,Sede Principe,1142,Genero pluralidad y diversidades,3,304035C,10:00:00,13:00:00,53,3,7,3,3753,Ingeniería de Alimentos,8,2,2
6,Saturday,T050,8,salon 1,3,1,Sede Principe,496,Problemas Colombianos,2,207005M,08:00:00,11:00:00,50,3,6,5,3249,Trabajo social,6,41,1
4,Thursday,T029,19,salon 12,3,1,Sede Principe,1037,IMPACTOS AMBIENTALES,5,730078C,14:00:00,17:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,7,29,5
6,Saturday,T154,11,salon 4,3,1,Sede Principe,429,Procesos de Costos II,8,802090M,17:00:00,20:00:00,50,3,4,6,3841,Contaduría Publica,7,46,6
5,Friday,T144,20,salon 13,3,1,Sede Principe,1069,Seminario de Trabajo de Grado,8,745035C,10:00:00,13:00:00,51,3,7,3,3753,Ingeniería de Alimentos,7,34,2
5,Friday,T202,10,Sala de Sistemas 3,3,1,Sede Principe,901,Revisoría Fiscal,9,802096M,14:00:00,17:00:00,50,3,28,6,3841,Contaduría Publica,7,37,5
3,Wednesday,T074,5,Salon 5,2,1,Sede Villa Campestre,671,Electiva area profundización II: Metodología de la Investigación ,8,801051M,09:00:00,12:00:00,51,3,25,2,3845,Administracion de empresas,4,19,3
2,Tuesday,T075,20,salon 13,3,1,Sede Principe,528,Taller de Representación  I,1,501002C,10:00:00,13:00:00,51,3,5,4,3554,Construccion,8,10,2
2,Tuesday,T033,5,Salon 5,2,1,Sede Villa Campestre,752,Teorías de la Organización,6,801155M,14:00:00,17:00:00,50,3,28,6,3841,Contaduría Publica,4,13,5
2,Tuesday,T100,23,Sala De Sistemas 1	,3,1,Sede Principe,473,Bases de Datos I,4,750030M,18:20:00,22:20:00,51,4,21,8,2724,Tecnología en Desarrollo de Software,3,16,8
1,Monday,T008,1,Salon 1,2,1,Sede Villa Campestre,1140,SEMINARIO DE TRABAJO DE GRADO,8,750036C,09:00:00,10:00:00,51,1,2,1,3743,Ingeniería de Sistemas,10,1,1
3,Wednesday,T043,15,Sala de Sistemas 4,3,1,Sede Principe,707,Estadística II para las Ciencias de la Administración,4,801104C,07:00:00,10:00:00,51,3,19,2,3845,Administracion de empresas,10,17,1
2,Tuesday,T068,2,Salon 2,2,1,Sede Villa Campestre,306,Procesos de Fermentación de Alimentos,8,745062M,07:00:00,10:00:00,50,3,16,3,3753,Ingeniería de Alimentos,3,9,1
6,Saturday,T007,14,salon 7,3,1,Sede Principe,552,Analisis y diseño de algoritmos I,4,750008C,08:00:00,12:00:00,50,4,14,8,2724,Tecnología en Desarrollo de Software,10,41,1
6,Saturday,T186,25,Coliseo,2,1,Sede Villa Campestre,967,DEPORTE Y SALUD,1,404002C,16:00:00,19:00:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,10,45,5
3,Wednesday,T076,19,salon 12,3,1,Sede Principe,954,Circuitos Eléctricos,2,710021C,18:20:00,21:20:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,10,23,7
6,Saturday,T009,25,Coliseo,2,1,Sede Villa Campestre,290,DEPORTE Y SALUD,2,404002C,07:00:00,10:00:00,51,3,7,3,3753,Ingeniería de Alimentos,3,41,1
2,Tuesday,T183,3,Salon 3,2,1,Sede Villa Campestre,393,Legislación comercial II,3,801074C,15:00:00,18:00:00,50,3,18,6,3841,Contaduría Publica,7,14,6
3,Wednesday,T149,15,Sala de Sistemas 4,3,1,Sede Principe,1236,ÉTICA Y DESARROLLO PROFESIONAL - PACP,9,802090C,07:00:00,10:00:00,50,3,18,6,3841,Contaduría Publica,9,17,1
2,Tuesday,T001,24,Sala De Sistemas 2,3,1,Sede Principe,541,Bases de datos,4,750006C,08:00:00,12:00:00,50,4,2,1,3743,Ingeniería de Sistemas,10,9,1
3,Wednesday,T006,24,Sala De Sistemas 2,3,1,Sede Principe,460,Taller Tecnológico I,1,701006C,18:20:00,21:20:00,53,3,14,8,2724,Tecnología en Desarrollo de Software,4,23,7
4,Thursday,T154,3,Salon 3,2,1,Sede Villa Campestre,194,Matemática para finanzas,3,802013C,07:00:00,10:00:00,51,3,19,2,3845,Administracion de empresas,7,25,1
4,Thursday,T164,2,Salon 2,2,1,Sede Villa Campestre,978,Fisiología General,3,605016C,08:00:00,12:00:00,50,4,20,11,3643,Nutricion y dietetica,8,25,1
2,Tuesday,T108,15,Sala de Sistemas 4,3,1,Sede Principe,115,Lectura de Textos Académicos en Inglés IV,4,204141M,14:00:00,17:00:00,50,3,3,1,3743,Ingeniería de Sistemas,3,13,5
2,Tuesday,T038,13,salon 6,3,1,Sede Principe,223,Creación de empresas,8,801182M,18:20:00,21:20:00,51,3,1,2,3845,Administracion de empresas,3,15,7
3,Wednesday,T169,4,Salon 4,2,1,Sede Villa Campestre,677,Electiva de Profundización III: Fundamentos de Responsabilidad social,8,801283M,15:00:00,18:00:00,50,3,25,2,3845,Administracion de empresas,6,22,6
4,Thursday,T196,24,Sala De Sistemas 2,3,1,Sede Principe,1060,Desarrollo de Software III,7,750027C,10:00:00,13:00:00,51,3,2,1,3743,Ingeniería de Sistemas,7,26,2
1,Monday,T183,4,Salon 4,2,1,Sede Villa Campestre,713,"Introducción al Derecho y Constitución Política 
(Formación social y ciudadana) ",1,801042C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,10,7,7
2,Tuesday,T027,4,Salon 4,2,1,Sede Villa Campestre,504,Teoria Sociológica I,2,207032M,10:00:00,13:00:00,50,3,6,5,3249,Trabajo social,4,11,3
2,Tuesday,T081,1,Salon 1,2,1,Sede Villa Campestre,537,Construcción de Edificaciones II,3,502023C,07:00:00,10:00:00,50,3,5,4,3554,Construccion,8,9,1
4,Thursday,T169,9,salon 2,3,1,Sede Principe,702,Pensamiento Clásico de la Administración y las Organizaciones ,2,801082C,10:00:00,13:00:00,50,3,19,2,3845,Administracion de empresas,10,26,2
6,Saturday,T048,24,Sala De Sistemas 2,3,1,Sede Principe,1013,SISTEMAS DE INFORMACIÓN I,8,750022M,10:00:00,13:00:00,50,3,3,1,3743,Ingeniería de Sistemas,6,42,2
4,Thursday,T028,18,salon 11,3,1,Sede Principe,739,Inglés con fines generales y académicos II,4,204026C,08:00:00,12:00:00,52,4,18,6,3841,Contaduría Publica,6,25,1
3,Wednesday,T006,21,salon 14,3,1,Sede Principe,138,Complejidad y Optimización,9,750090M,07:00:00,09:00:00,50,2,3,1,3743,Ingeniería de Sistemas,6,17,1
2,Tuesday,T133,1,Salon 1,2,1,Sede Villa Campestre,528,Taller de Representación  I,1,501002C,07:00:00,10:00:00,51,3,5,4,3554,Construccion,9,9,1
2,Tuesday,T001,24,Sala De Sistemas 2,3,1,Sede Principe,541,Bases de datos,4,750006C,08:00:00,12:00:00,52,4,2,1,3743,Ingeniería de Sistemas,9,9,1
6,Saturday,T099,24,Sala De Sistemas 2,3,1,Sede Principe,135,Desarrollo de Aplicaciones para Dispositivos Móviles,9,750124M,07:00:00,10:00:00,50,3,3,1,3743,Ingeniería de Sistemas,5,41,1
2,Tuesday,T144,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,891,Taller de Ingeniería V,6,745024C,07:00:00,10:00:00,50,3,7,3,3753,Ingeniería de Alimentos,5,9,1
6,Saturday,T087,24,Sala De Sistemas 2,3,1,Sede Principe,80,Fundamentos de Programación Orientada a Eventos ,3,750014C,10:00:00,13:00:00,52,3,2,1,3743,Ingeniería de Sistemas,7,42,2
6,Saturday,T037,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,139,Análisis Económico de Inversiones,9,760102M,09:00:00,12:00:00,50,3,3,1,3743,Ingeniería de Sistemas,8,43,3
4,Thursday,T211,19,salon 12,3,1,Sede Principe,1211,NUTRICIÓN MATERNO INFANTIL,6,605028C,14:00:00,17:00:00,50,3,20,11,3643,Nutricion y dietetica,9,29,5
1,Monday,T007,23,Sala De Sistemas 1	,3,1,Sede Principe,462,Fundamentos de Programación Imperativa,1,750012C,09:00:00,12:00:00,53,3,14,8,2724,Tecnología en Desarrollo de Software,3,1,1
5,Friday,T217,19,salon 12,3,1,Sede Principe,1039,Proyecto Integrador I (Proyecto Tecnológico),6,750018C,18:20:00,22:20:00,51,4,29,8,2724,Tecnología en Desarrollo de Software,9,40,8
5,Friday,T105,18,salon 11,3,1,Sede Principe,82,Cálculo Multivariable,3,111022C,14:00:00,16:00:00,50,2,2,1,3743,Ingeniería de Sistemas,5,37,5
3,Wednesday,T076,17,salon 10,3,1,Sede Principe,698,Álgebra lineal ,2,801017C,15:00:00,18:00:00,51,3,19,2,3845,Administracion de empresas,8,22,6
5,Friday,T038,19,salon 12,3,1,Sede Principe,688,Creación de Nuevos Productos,7,801178M,18:20:00,21:20:00,50,3,1,2,3845,Administracion de empresas,6,39,7
5,Friday,T100,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,554,Fundamentos de redes,4,750010C,10:00:00,13:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,8,34,2
2,Tuesday,T185,19,salon 12,3,1,Sede Principe,82,Cálculo Multivariable,3,111022C,10:00:00,13:00:00,51,3,2,1,3743,Ingeniería de Sistemas,7,10,2
4,Thursday,T025,17,salon 10,3,1,Sede Principe,615,Matemáticas Básicas,1,111023C,10:00:00,12:00:00,50,2,7,3,3753,Ingeniería de Alimentos,9,26,2
1,Monday,T101,4,Salon 4,2,1,Sede Villa Campestre,761,Fundamentos de Control y Auditoria,6,802089M,07:00:00,10:00:00,50,3,28,6,3841,Contaduría Publica,4,1,1
2,Tuesday,T063,16,salon 9,3,1,Sede Principe,753,Seminario de teoría contable,6,802016M,09:00:00,12:00:00,50,3,28,6,3841,Contaduría Publica,4,11,3
4,Thursday,T164,18,salon 11,3,1,Sede Principe,1129,FISIOLOGÍA DEL EJERCICIO,5,605033,13:00:00,17:00:00,50,4,20,11,3643,Nutricion y dietetica,10,28,4
4,Thursday,T061,27,Laboratorio de Electronica,2,1,Sede Villa Campestre,1170,Introducción a la Experimentación Cientifica,1,106002C,10:00:00,13:00:00,50,3,33,13,3150,Agroindustria,8,26,2
4,Thursday,T005,16,salon 9,3,1,Sede Principe,1009,ANÁLISIS Y DISEÑO DE ALGORITMOS II,6,750020C,13:00:00,16:00:00,50,3,2,1,3743,Ingeniería de Sistemas,7,28,4
2,Tuesday,T091,20,salon 13,3,1,Sede Principe,786,Algebra Lineal,2,111038C,14:00:00,17:00:00,50,3,2,1,3743,Ingeniería de Sistemas,3,13,5
4,Thursday,T093,17,salon 10,3,1,Sede Principe,755,Contabilidad pública,8,802026M,14:00:00,17:00:00,50,3,28,6,3841,Contaduría Publica,4,29,5
6,Saturday,T161,8,salon 1,3,1,Sede Principe,725,Inglés con fines generales y académicos I,3,204025C,14:00:00,18:00:00,56,4,26,6,3841,Contaduría Publica,6,45,5
1,Monday,T108,11,salon 4,3,1,Sede Principe,1031,Inglés con fines generales y académicos I,3,204025C,18:20:00,22:20:00,51,4,30,12,2725,Tecnologia en Electronica Industrial,7,8,8
5,Friday,T176,24,Sala De Sistemas 2,3,1,Sede Principe,1036,FUNDAMENTOS DE ANÁLISIS Y CÁLCULO NUMÉRICO,5,750042C,10:00:00,13:00:00,51,3,14,8,2724,Tecnología en Desarrollo de Software,7,34,2
1,Monday,T066,1,Salon 1,2,1,Sede Villa Campestre,976,"Humanismo, pensamiento administrativo y organizaciones",5,801126C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,8,7,7
2,Tuesday,T106,21,salon 14,3,1,Sede Principe,1191,Instrumentación Industrial,5,710033C,18:20:00,22:20:00,50,4,30,12,2725,Tecnologia en Electronica Industrial,10,16,8
5,Friday,T024,16,salon 9,3,1,Sede Principe,973,Contabilidades especiales I,5,802029C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,6,39,7
