id_day,day,id_teacher,id_space,name,id_building,id_headquarters,building_name,id_university_subject,full_name,semesters,university_subject_code,entry_time,departure_time,group,hours,id_authorization_program,id_program,program_code,program_full_name,id_university_period,id_day_time_slot,id_time_slot
2,Tuesday,T131,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,616,QuÍmica general + Laboratorio,1,116017C,14:00:00,17:00:00,51,3,7,3,3753,Ingeniería de Alimentos,9,13,5
3,Wednesday,T087,10,Sala de Sistemas 3,3,1,Sede Principe,791,Sistemas Operativos,3,750001C,18:20:00,21:20:00,52,3,29,8,2724,Tecnología en Desarrollo de Software,4,23,7
1,Monday,T114,11,salon 4,3,1,Sede Principe,621,Taller de Ingeniería I,1,701002C,10:00:00,13:00:00,52,3,7,3,3753,Ingeniería de Alimentos,9,2,2
2,Tuesday,T010,18,salon 11,3,1,Sede Principe,1126,Genero pluralidad y diversidades,3,304035C,10:00:00,13:00:00,52,3,20,11,3643,Nutricion y dietetica,10,11,3
4,Thursday,T003,15,Sala de Sistemas 4,3,1,Sede Principe,468,Álgebra Lineal,2,111015C,18:20:00,20:20:00,50,2,29,8,2724,Tecnología en Desarrollo de Software,3,31,7
3,Wednesday,T094,10,Sala de Sistemas 3,3,1,Sede Principe,802,Fundamentos de  Programación Orientada a Objetos,2,750015C,07:00:00,10:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,8,17,1
5,Friday,T031,3,Salon 3,2,1,Sede Villa Campestre,500,Metodologia de Trabajo con Grupo I,4,207013M,08:00:00,12:00:00,50,4,6,5,3249,Trabajo social,8,33,1
3,Wednesday,T063,6,Salon 6,2,1,Sede Villa Campestre,434,Etica Moral y Fe Pública,10,802083M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,9,23,7
1,Monday,T081,20,salon 13,3,1,Sede Principe,533,Taller Construcción de edificaciones  II,3,502018C,13:00:00,17:00:00,51,4,5,4,3554,Construccion,6,4,4
4,Thursday,T034,10,Sala de Sistemas 3,3,1,Sede Principe,2,Matemáticas Básicas,1,111023C,10:00:00,12:00:00,52,2,2,1,3743,Ingeniería de Sistemas,9,26,2
5,Friday,T062,15,Sala de Sistemas 4,3,1,Sede Principe,211,Gestión del Talento Humano,6,801177M,18:20:00,21:20:00,50,3,1,2,3845,Administracion de empresas,5,39,7
1,Monday,T113,15,Sala de Sistemas 4,3,1,Sede Principe,786,Algebra Lineal,2,111038C,10:00:00,13:00:00,50,3,2,1,3743,Ingeniería de Sistemas,6,2,2
4,Thursday,T075,12,salon 5,3,1,Sede Principe,531,Introducción a la  Tecnología,1,502002C,14:00:00,17:00:00,50,3,5,4,3554,Construccion,8,29,5
4,Thursday,T003,8,salon 1,3,1,Sede Principe,76,Matemáticas Discretas I,2,750004C,14:00:00,18:00:00,52,4,2,1,3743,Ingeniería de Sistemas,10,29,5
4,Thursday,T066,8,salon 1,3,1,Sede Principe,907,"Humanismo, pensamiento administrativo y organizaciones",5,801126C,07:00:00,10:00:00,50,3,18,6,3841,Contaduría Publica,5,25,1
4,Thursday,T041,4,Salon 4,2,1,Sede Villa Campestre,991,COMPRENSIÓN Y PRODUCCIÓN DE TEXTOS ACADÉMICOS GENERALES,2,204133C,15:00:00,18:00:00,51,3,19,2,3845,Administracion de empresas,6,30,6
5,Friday,T031,9,salon 2,3,1,Sede Principe,258,Metodología De Trabajo Con Grupos II,5, 207018M,14:00:00,18:00:00,51,4,6,5,3249,Trabajo social,7,37,5
1,Monday,T190,19,salon 12,3,1,Sede Principe,1052,ANTROPOLOGÍA ALIMENTARIA,4,605021C,15:00:00,18:00:00,50,3,20,11,3643,Nutricion y dietetica,9,6,6
1,Monday,T176,3,Salon 3,2,1,Sede Villa Campestre,883,Análilsis y Diseño de Algoritmos I,5,750008C,08:00:00,12:00:00,52,4,2,1,3743,Ingeniería de Sistemas,9,1,1
2,Tuesday,T055,4,Salon 4,2,1,Sede Villa Campestre,695,Gerencia de la Calidad,9,801185M,18:20:00,21:20:00,51,3,1,2,3845,Administracion de empresas,6,16,8
3,Wednesday,T096,15,Sala de Sistemas 4,3,1,Sede Principe,782,Dirección y Organización Contable,9,802092M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,8,23,7
1,Monday,T070,5,Salon 5,2,1,Sede Villa Campestre,515,Lectura Crítica,2,204024C,15:00:00,18:00:00,52,3,6,5,3249,Trabajo social,6,6,6
2,Tuesday,T151,17,salon 10,3,1,Sede Principe,519,Matemáticas Básicas,1,111023C,08:00:00,10:00:00,52,2,20,11,3643,Nutricion y dietetica,10,9,1
3,Wednesday,T011,2,Salon 2,2,1,Sede Villa Campestre,415,Fundamentos de Economía y Comercio ,2,801002C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,7,23,7
3,Wednesday,T220,12,salon 5,3,1,Sede Principe,275,Derecho De Familia,8, 207099M,14:00:00,17:00:00,50,3,6,5,3249,Trabajo social,9,21,5
4,Thursday,T053,19,salon 12,3,1,Sede Principe,955,"Robots, Historia  y  Ficción",2,710061C,18:20:00,21:20:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,10,31,7
3,Wednesday,T074,2,Salon 2,2,1,Sede Villa Campestre,714,Proceso Administrativo ,1,801043C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,6,23,7
1,Monday,T184,14,salon 7,3,1,Sede Principe,918,"Seminario, constitución, legislación ambiental y ética de la ingeniería",4,730025C,07:00:00,10:00:00,50,3,7,3,3753,Ingeniería de Alimentos,9,1,1
1,Monday,T017,15,Sala de Sistemas 4,3,1,Sede Principe,483,Fisica + Laboratorio,3,106012C,10:00:00,13:00:00,52,3,2,1,3743,Ingeniería de Sistemas,7,2,2
2,Tuesday,T017,18,salon 11,3,1,Sede Principe,483,Fisica + Laboratorio,3,106012C,12:00:00,18:00:00,51,6,2,1,3743,Ingeniería de Sistemas,4,10,2
1,Monday,T072,13,salon 6,3,1,Sede Principe,914,Algebra Lineal,2,111038C,20:20:00,22:20:00,51,2,29,8,2724,Tecnología en Desarrollo de Software,5,8,8
4,Thursday,T052,11,salon 4,3,1,Sede Principe,297,Termodinámica General,6,780070M ,15:00:00,18:00:00,50,3,16,3,3753,Ingeniería de Alimentos,3,30,6
6,Saturday,T036,10,Sala de Sistemas 3,3,1,Sede Principe,548,Administración de redes y servidores,6,750106M,09:00:00,12:00:00,50,3,21,8,2724,Tecnología en Desarrollo de Software,4,43,3
4,Thursday,T106,11,salon 4,3,1,Sede Principe,1112,ELECTROMAGNETISMO APLICADO,4,710020C,18:20:00,22:20:00,50,4,30,12,2725,Tecnologia en Electronica Industrial,9,32,8
1,Monday,T052,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,627,Análisis de Alimentos,5,745004C,14:00:00,18:00:00,50,4,7,3,3753,Ingeniería de Alimentos,6,4,4
4,Thursday,T094,23,Sala De Sistemas 1	,3,1,Sede Principe,462,Fundamentos de Programación Imperativa,1,750012C,14:00:00,17:00:00,52,3,14,8,2724,Tecnología en Desarrollo de Software,3,28,4
4,Thursday,T011,4,Salon 4,2,1,Sede Villa Campestre,711,Fundamentos de Economía y Comercio ,1,801002C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,8,31,7
5,Friday,T141,17,salon 10,3,1,Sede Principe,510,Acción Colectiva y Movimientos Sociales,9,207093M,10:00:00,13:00:00,50,3,6,5,3249,Trabajo social,4,34,2
4,Thursday,T015,3,Salon 3,2,1,Sede Villa Campestre,433,Electiva Profesional III: Procedimiento Tributario,8,802097M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,3,32,8
6,Saturday,T048,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,460,Taller Tecnológico I,1,701006C,07:00:00,10:00:00,51,3,14,8,2724,Tecnología en Desarrollo de Software,9,41,1
4,Thursday,T013,4,Salon 4,2,1,Sede Villa Campestre,411,Matemática para finanzas ,2,802013C,18:20:00,21:20:00,51,3,26,6,3841,Contaduría Publica,5,31,7
4,Thursday,T016,13,salon 6,3,1,Sede Principe,73,Inglés con fines generales y académicos II,2,204026C,07:00:00,11:00:00,50,4,2,1,3743,Ingeniería de Sistemas,7,25,1
2,Tuesday,T121,9,salon 2,3,1,Sede Principe,1049,Inglés con fines generales y académicos II,4,204026C,14:00:00,18:00:00,52,4,20,11,3643,Nutricion y dietetica,9,13,5
6,Saturday,T011,12,salon 5,3,1,Sede Principe,415,Fundamentos de Economía y Comercio ,2,801002C,14:00:00,17:00:00,51,3,26,6,3841,Contaduría Publica,9,45,5
4,Thursday,T169,4,Salon 4,2,1,Sede Villa Campestre,1278,Taller de escritura cientifica,9,801195C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,10,31,7
3,Wednesday,T074,2,Salon 2,2,1,Sede Villa Campestre,709,Mercadeo,4,801111C,10:00:00,13:00:00,50,3,19,2,3845,Administracion de empresas,10,18,2
6,Saturday,T096,19,salon 12,3,1,Sede Principe,1176,Gestión de la Cadena de Suministros,7,801163C,15:00:00,18:00:00,50,3,23,2,3845,Administracion de empresas,8,46,6
1,Monday,T105,16,salon 9,3,1,Sede Principe,2,Matemáticas Básicas,1,111023C,10:00:00,12:00:00,51,2,2,1,3743,Ingeniería de Sistemas,5,2,2
3,Wednesday,T076,13,salon 6,3,1,Sede Principe,539,Ecuaciones Diferenciales,4,111026C,10:00:00,12:00:00,50,2,2,1,3743,Ingeniería de Sistemas,7,18,2
5,Friday,T003,15,Sala de Sistemas 4,3,1,Sede Principe,470,Matemáticas Discretas I,2,750004C,18:20:00,22:20:00,50,4,29,8,2724,Tecnología en Desarrollo de Software,9,40,8
4,Thursday,T021,15,Sala de Sistemas 4,3,1,Sede Principe,1097,Negociación y Toma de Decisiones,7,801162C,15:00:00,18:00:00,50,3,19,2,3845,Administracion de empresas,9,30,6
4,Thursday,T081,20,salon 13,3,1,Sede Principe,321,Taller Construcción de edificaciones  I,2,502013C,07:00:00,11:00:00,51,4,5,4,3554,Construccion,5,25,1
1,Monday,T222,14,salon 7,3,1,Sede Principe,1228,REVISORÍA FISCAL,8,802089C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,9,7,7
4,Thursday,T015,14,salon 7,3,1,Sede Principe,987,"IMPUESTO A LA RENTA Y COMPLEMENTARIOS, IMPUESTO AL PATRIMONIO",6,802047C,15:00:00,18:00:00,50,3,18,6,3841,Contaduría Publica,6,30,6
1,Monday,T060,14,salon 7,3,1,Sede Principe,136,Fundamentos de Gestión Tecnológica,8,760076M,10:00:00,13:00:00,50,3,3,1,3743,Ingeniería de Sistemas,5,2,2
5,Friday,T113,13,salon 6,3,1,Sede Principe,786,Algebra Lineal,2,111038C,11:00:00,14:00:00,51,3,2,1,3743,Ingeniería de Sistemas,7,34,2
4,Thursday,T016,11,salon 4,3,1,Sede Principe,73,Inglés con fines generales y académicos II,2,204026C,07:00:00,11:00:00,52,4,2,1,3743,Ingeniería de Sistemas,5,25,1
2,Tuesday,T041,3,Salon 3,2,1,Sede Villa Campestre,812,Lectura Crítica,4,204024C,18:20:00,21:20:00,50,3,23,2,3845,Administracion de empresas,7,15,7
6,Saturday,T051,14,salon 7,3,1,Sede Principe,435,Metodología de Investigación Contable,10,802042M,17:00:00,20:00:00,51,3,4,6,3841,Contaduría Publica,9,66,11
2,Tuesday,T111,5,Salon 5,2,1,Sede Villa Campestre,750,Hacienda pública,4,802022C,10:00:00,13:00:00,50,3,18,6,3841,Contaduría Publica,4,10,2
1,Monday,T118,6,Salon 6,2,1,Sede Villa Campestre,521,Nucleo Salud Pública I,1,607001C,14:00:00,17:00:00,50,3,20,11,3643,Nutricion y dietetica,6,5,5
4,Thursday,T176,13,salon 6,3,1,Sede Principe,883,Análilsis y Diseño de Algoritmos I,5,750008C,08:00:00,12:00:00,51,4,2,1,3743,Ingeniería de Sistemas,8,25,1
4,Thursday,T036,12,salon 5,3,1,Sede Principe,1035,SISTEMAS DIGITALES,3,710005C,18:20:00,21:20:00,50,3,30,12,2725,Tecnologia en Electronica Industrial,10,31,7
2,Tuesday,T173,20,salon 13,3,1,Sede Principe,528,Taller de Representación  I,1,501002C,07:00:00,10:00:00,51,3,5,4,3554,Construccion,6,9,1
4,Thursday,T154,17,salon 10,3,1,Sede Principe,710,Costos y Presupuestos Gerenciales,4,802028C,07:00:00,10:00:00,50,3,19,2,3845,Administracion de empresas,6,25,1
3,Wednesday,T057,15,Sala de Sistemas 4,3,1,Sede Principe,64,Inserción a la Vida Universitaria,1,701001C,07:00:00,09:00:00,50,2,2,1,3743,Ingeniería de Sistemas,3,17,1
3,Wednesday,T149,5,Salon 5,2,1,Sede Villa Campestre,1074,Seminario de teoría contable,6,802042C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,9,23,7
5,Friday,T102,16,salon 9,3,1,Sede Principe,130,Desarrollo de Software II,7,750092M,14:00:00,18:00:00,50,4,3,1,3743,Ingeniería de Sistemas,3,37,5
5,Friday,T136,4,Salon 4,2,1,Sede Villa Campestre,520,QuÍmica general + Laboratorio,1,116017C,09:00:00,14:00:00,52,5,20,11,3643,Nutricion y dietetica,4,35,3
3,Wednesday,T175,5,Salon 5,2,1,Sede Villa Campestre,240,Introducción Al Trabajo Social,1,207004M,15:00:00,18:00:00,50,3,6,5,3249,Trabajo social,7,22,6
5,Friday,T131,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,616,QuÍmica general + Laboratorio,1,116017C,08:00:00,11:00:00,50,3,7,3,3753,Ingeniería de Alimentos,6,33,1
1,Monday,T008,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,1140,SEMINARIO DE TRABAJO DE GRADO,8,750036C,09:00:00,10:00:00,51,1,2,1,3743,Ingeniería de Sistemas,9,1,1
1,Monday,T057,4,Salon 4,2,1,Sede Villa Campestre,522,Estrategias para el aprendizaje autónomo,1,417016C,07:00:00,10:00:00,51,3,20,11,3643,Nutricion y dietetica,6,1,1
4,Thursday,T098,3,Salon 3,2,1,Sede Villa Campestre,945,"Seminario en Constitución, Legislación y Ética de la profesión",6,730026C,18:20:00,21:20:00,50,3,29,8,2724,Tecnología en Desarrollo de Software,9,31,7
6,Saturday,T032,10,Sala de Sistemas 3,3,1,Sede Principe,730,Taller de habilidades informáticas para la gestión (Científico tecnológico),1,801044C,14:00:00,17:00:00,50,3,26,6,3841,Contaduría Publica,10,45,5
5,Friday,T107,3,Salon 3,2,1,Sede Villa Campestre,1289,CIENCIA DEL SUELO,3,102122C,08:00:00,13:00:00,50,5,33,13,3150,Agroindustria,10,33,1
3,Wednesday,T118,5,Salon 5,2,1,Sede Villa Campestre,979,Fundamentos  de Nutrición,3,605017C,10:00:00,13:00:00,50,3,20,11,3643,Nutricion y dietetica,10,19,3
1,Monday,T185,12,salon 5,3,1,Sede Principe,789,Algebra Lineal,2,111038C,07:00:00,10:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,8,1,1
2,Tuesday,T145,13,salon 6,3,1,Sede Principe,950,COMPRENSIÓN Y PRODUCCIÓN DE TEXTOS ACADÉMICOS GENERALES,1,204133C,18:20:00,21:20:00,55,3,30,12,2725,Tecnologia en Electronica Industrial,6,16,8
2,Tuesday,T113,17,salon 10,3,1,Sede Principe,786,Algebra Lineal,2,111038C,14:00:00,17:00:00,50,3,2,1,3743,Ingeniería de Sistemas,7,12,4
2,Tuesday,T087,7,Sala De Sistemas 1,2,1,Sede Villa Campestre,465,Sistemas operativos,3,750001C,07:00:00,10:00:00,52,3,14,8,2724,Tecnología en Desarrollo de Software,5,9,1
2,Tuesday,T027,5,Salon 5,2,1,Sede Villa Campestre,192,Organización y Sociedad,3,801092C,14:00:00,17:00:00,50,3,19,2,3845,Administracion de empresas,3,13,5
1,Monday,T215,21,salon 14,3,1,Sede Principe,862,Estructuras III,4,502020C,14:00:00,17:00:00,50,3,5,4,3554,Construccion,9,5,5
2,Tuesday,T110,11,salon 4,3,1,Sede Principe,853,Diseño y sondeo,7,207034M,08:00:00,12:00:00,50,4,6,5,3249,Trabajo social,9,9,1
1,Monday,T153,16,salon 9,3,1,Sede Principe,431,Presupuestos (análisis de costos y presupuestos),10,802038M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,9,7,7
2,Tuesday,T031,9,salon 2,3,1,Sede Principe,500,Metodologia de Trabajo con Grupo I,4,207013M,14:00:00,18:00:00,51,4,6,5,3249,Trabajo social,6,12,4
5,Friday,T110,8,salon 1,3,1,Sede Principe,911,Epistemologia de las ciencias sociales,3,207102M,09:00:00,12:00:00,50,3,6,5,3249,Trabajo social,5,35,3
1,Monday,T174,20,salon 13,3,1,Sede Principe,865,Taller Construcción de edificaciones  III,4,502026C,14:00:00,18:00:00,51,4,5,4,3554,Construccion,7,5,5
3,Wednesday,T099,4,Salon 4,2,1,Sede Villa Campestre,125,Desarrollo de Software I,6,750091M,15:00:00,18:00:00,50,3,3,1,3743,Ingeniería de Sistemas,4,22,6
2,Tuesday,T015,2,Salon 2,2,1,Sede Villa Campestre,1227,PROCEDIMIENTO TRIBUTARIO,8,802086C,18:20:00,21:20:00,50,3,26,6,3841,Contaduría Publica,9,15,7
4,Thursday,T086,6,Salon 6,2,1,Sede Villa Campestre,710,Costos y Presupuestos Gerenciales,4,802028C,10:00:00,13:00:00,50,3,19,2,3845,Administracion de empresas,8,26,2
2,Tuesday,T074,6,Salon 6,2,1,Sede Villa Campestre,804,Investigación de Mercados,5,801115C,10:00:00,13:00:00,50,3,19,2,3845,Administracion de empresas,7,10,2
1,Monday,T016,8,salon 1,3,1,Sede Principe,551,Inglés con fines generales y académicos I,3,204025C,18:20:00,22:20:00,50,4,29,8,2724,Tecnología en Desarrollo de Software,10,8,8
3,Wednesday,T165,3,Salon 3,2,1,Sede Villa Campestre,1163,Taller de escritura científica,8,801195C,15:00:00,18:00:00,50,3,18,6,3841,Contaduría Publica,10,22,6
6,Saturday,T043,12,salon 5,3,1,Sede Principe,827,Economía de empresa,4,801088C,17:00:00,20:00:00,50,3,26,6,3841,Contaduría Publica,7,46,6
6,Saturday,T104,14,salon 7,3,1,Sede Principe,276,Pedagogía Social,8,207066M,14:00:00,17:00:00,50,3,6,5,3249,Trabajo social,3,45,5
5,Friday,T125,20,salon 13,3,1,Sede Principe,319,Materiales de Construcción   I ,2,502012C,15:00:00,18:00:00,50,3,5,4,3554,Construccion,5,37,5
5,Friday,T102,23,Sala De Sistemas 1	,3,1,Sede Principe,846,INTELIGENCIA ARTIFICIAL,6,750022C,18:20:00,21:20:00,50,3,29,8,2724,Tecnología en Desarrollo de Software,5,39,7
2,Tuesday,T021,13,salon 6,3,1,Sede Principe,898,Resolución de problemas y toma de decisiones,9,801154M,15:00:00,18:00:00,50,3,28,6,3841,Contaduría Publica,5,14,6
5,Friday,T062,4,Salon 4,2,1,Sede Villa Campestre,1095,Gestión Humana,7,801124C,07:00:00,10:00:00,50,3,19,2,3845,Administracion de empresas,7,33,1
5,Friday,T189,21,salon 14,3,1,Sede Principe,870,Biología Celular,2,605014C,14:00:00,18:00:00,50,4,20,11,3643,Nutricion y dietetica,9,37,5
5,Friday,T069,14,salon 7,3,1,Sede Principe,512,Estadística Social II,6,207087M,14:00:00,17:00:00,51,3,6,5,3249,Trabajo social,4,36,4
3,Wednesday,T074,2,Salon 2,2,1,Sede Villa Campestre,179,Proceso administrativo ,1,801043C,10:00:00,13:00:00,51,3,19,2,3845,Administracion de empresas,7,18,2
4,Thursday,T058,1,Salon 1,2,1,Sede Villa Campestre,499,Individuo y Familia II,4,207012M,08:00:00,12:00:00,50,4,6,5,3249,Trabajo social,8,25,1
1,Monday,T033,4,Salon 4,2,1,Sede Villa Campestre,722,Pensamiento Contemporáneo de la Administración y las Organizaciones,3,801091C,18:20:00,21:20:00,50,3,23,2,3845,Administracion de empresas,8,7,7
3,Wednesday,T124,31,Salon 1,1,1,Sede Victoria,667,Creación de Nuevos Productos,6,801178M,09:00:00,12:00:00,51,3,25,2,3845,Administracion de empresas,4,19,3
3,Wednesday,T076,17,salon 10,3,1,Sede Principe,176,Cálculo ,1,801003C,15:00:00,18:00:00,50,3,19,2,3845,Administracion de empresas,9,22,6
2,Tuesday,T010,15,Sala de Sistemas 4,3,1,Sede Principe,1086,HABILIDADES PARA LA VIDA: DESCUB. EL SER,2,603032C,18:20:00,21:20:00,51,3,23,2,3845,Administracion de empresas,9,15,7
2,Tuesday,T034,10,Sala de Sistemas 3,3,1,Sede Principe,2,Matemáticas Básicas,1,111023C,10:00:00,13:00:00,53,3,2,1,3743,Ingeniería de Sistemas,10,10,2
3,Wednesday,T140,13,salon 6,3,1,Sede Principe,503,Planeación Social,6,207024M,08:00:00,12:00:00,50,4,6,5,3249,Trabajo social,10,17,1
6,Saturday,T227,16,salon 9,3,1,Sede Principe,721,Economía de Empresa,3,801088C,14:00:00,17:00:00,51,3,23,2,3845,Administracion de empresas,10,45,5
4,Thursday,T011,19,salon 12,3,1,Sede Principe,239,Fundamentos De Economía,1,207076M,14:00:00,17:00:00,50,3,6,5,3249,Trabajo social,5,29,5
4,Thursday,T144,6,Salon 6,2,1,Sede Villa Campestre,1023,TALLER DE INGENIERÍA DE ALIMENTOS VI,7,745025C,07:00:00,10:00:00,50,3,7,3,3753,Ingeniería de Alimentos,8,25,1
5,Friday,T031,8,salon 1,3,1,Sede Principe,258,Metodología De Trabajo Con Grupos II,5, 207018M,08:00:00,12:00:00,50,4,6,5,3249,Trabajo social,7,33,1
3,Wednesday,T095,14,salon 7,3,1,Sede Principe,393,Legislación comercial II,3,801074C,15:00:00,18:00:00,50,3,18,6,3841,Contaduría Publica,5,22,6
2,Tuesday,T112,14,salon 7,3,1,Sede Principe,1265,Electronica Industrial,6,710055C,18:20:00,22:20:00,50,4,30,12,2725,Tecnologia en Electronica Industrial,10,15,7
4,Thursday,T004,18,salon 11,3,1,Sede Principe,129,Introducción a la Inteligencia Artificial,7,750033M,07:00:00,09:00:00,50,2,3,1,3743,Ingeniería de Sistemas,5,25,1
1,Monday,T057,9,salon 2,3,1,Sede Principe,831,Género Pluralidad y Diversidad,4,207001C,17:00:00,18:00:00,50,1,26,6,3841,Contaduría Publica,5,6,6
2,Tuesday,T072,13,salon 6,3,1,Sede Principe,614,Cálculo Multivariable,3,111022C,08:00:00,10:00:00,54,2,7,3,3753,Ingeniería de Alimentos,6,9,1
6,Saturday,T047,15,Sala de Sistemas 4,3,1,Sede Principe,718,Inglés con fines generales y académicos I,3,204025C,17:00:00,21:00:00,57,4,23,2,3845,Administracion de empresas,8,46,6
4,Thursday,T070,11,salon 4,3,1,Sede Principe,790,Lectura Crítica,3,204024C,18:20:00,21:20:00,51,3,29,8,2724,Tecnología en Desarrollo de Software,4,31,7
5,Friday,T094,23,Sala De Sistemas 1	,3,1,Sede Principe,67,Fundamentos de Programación Imperativa,1,750012C,10:00:00,13:00:00,51,3,2,1,3743,Ingeniería de Sistemas,7,34,2
1,Monday,T010,21,salon 14,3,1,Sede Principe,1195,HABILIDADES PARA LA VIDA: DESCUB. EL SER,3,603032C,07:00:00,10:00:00,50,3,6,5,3249,Trabajo social,9,1,1
1,Monday,T098,9,salon 2,3,1,Sede Principe,180,Introducción al derecho y constitución política ,1,801042C,07:00:00,10:00:00,51,3,19,2,3845,Administracion de empresas,9,1,1
4,Thursday,T027,3,Salon 3,2,1,Sede Villa Campestre,262,Estrategias De Investigación,5,207022M,14:00:00,18:00:00,50,4,6,5,3249,Trabajo social,3,29,5
6,Saturday,T051,15,Sala de Sistemas 4,3,1,Sede Principe,768,Seminario de Epistemología de las Ciencias,7,801152M,14:00:00,17:00:00,50,3,4,6,3841,Contaduría Publica,6,45,5
3,Wednesday,T210,19,salon 12,3,1,Sede Principe,1133,ESTOMATOLOGÍA,5,605024C,08:00:00,10:00:00,50,2,20,11,3643,Nutricion y dietetica,10,17,1
5,Friday,T062,9,salon 2,3,1,Sede Principe,1173,Gestión Humana,7,801124C,18:20:00,21:20:00,50,3,23,2,3845,Administracion de empresas,8,39,7
4,Thursday,T152,10,Sala de Sistemas 3,3,1,Sede Principe,555,Ingeniería económica,4,760016C,07:00:00,10:00:00,51,3,14,8,2724,Tecnología en Desarrollo de Software,6,25,1
4,Thursday,T120,12,salon 5,3,1,Sede Principe,895,Nutrición y toxicología,6,745012C,07:00:00,10:00:00,50,3,7,3,3753,Ingeniería de Alimentos,7,25,1
5,Friday,T105,16,salon 9,3,1,Sede Principe,82,Cálculo Multivariable,3,111022C,14:00:00,16:00:00,51,2,2,1,3743,Ingeniería de Sistemas,4,37,5
1,Monday,T120,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,624,Microbiología + Laboratorio,5,745011C,07:00:00,12:00:00,50,5,7,3,3753,Ingeniería de Alimentos,4,1,1
2,Tuesday,T079,6,Salon 6,2,1,Sede Villa Campestre,384,Fundamentos de contabilidad ,1,802004C,15:00:00,18:00:00,51,3,18,6,3841,Contaduría Publica,5,14,6
3,Wednesday,T051,11,salon 4,3,1,Sede Principe,437,Revisoría Fiscal,10,802096M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,3,23,7
4,Thursday,T002,15,Sala de Sistemas 4,3,1,Sede Principe,69,Introducción a la Ingeniería,1,701003C,07:00:00,09:00:00,50,2,2,1,3743,Ingeniería de Sistemas,4,25,1
5,Friday,T191,18,salon 11,3,1,Sede Principe,1058,ANTROPOLOGÍA SOCIAL Y CULTURAL,3,207031M,15:00:00,18:00:00,50,3,6,5,3249,Trabajo social,7,38,6
4,Thursday,T098,16,salon 9,3,1,Sede Principe,946,"Seminario en Constitución, Legislación y Ética de la profesión",6,730026C,07:00:00,10:00:00,50,3,14,8,2724,Tecnología en Desarrollo de Software,8,25,1
5,Friday,T168,19,salon 12,3,1,Sede Principe,1101,Seguridad Social,8,207068M,10:00:00,13:00:00,50,3,6,5,3249,Trabajo social,7,34,2
1,Monday,T016,11,salon 4,3,1,Sede Principe,551,Inglés con fines generales y académicos I,3,204025C,18:20:00,22:20:00,52,4,29,8,2724,Tecnología en Desarrollo de Software,4,7,7
4,Thursday,T170,13,salon 6,3,1,Sede Principe,557,Inglés con Fines Generales y Académicos IV,4,204028C,14:00:00,18:00:00,52,4,2,1,3743,Ingeniería de Sistemas,8,29,5
5,Friday,T076,13,salon 6,3,1,Sede Principe,539,Ecuaciones Diferenciales,4,111026C,10:00:00,13:00:00,50,3,2,1,3743,Ingeniería de Sistemas,6,34,2
3,Wednesday,T174,20,salon 13,3,1,Sede Principe,962,Taller Construcción de Infraestructura Urbana I,5,502028C,14:00:00,18:00:00,50,4,5,4,3554,Construccion,6,21,5
5,Friday,T042,8,salon 1,3,1,Sede Principe,602,Técnicas de Mantenimiento,7,710203M,18:20:00,21:20:00,50,3,13,9,2710,Tecnología en Electronica,4,40,8
1,Monday,T069,19,salon 12,3,1,Sede Principe,968,Ciencias Sociales y Ciudadanía,4,201002C,07:00:00,10:00:00,50,3,18,6,3841,Contaduría Publica,8,1,1
3,Wednesday,T054,17,salon 10,3,1,Sede Principe,672,Administración para el Cambio,8,801184M,07:00:00,10:00:00,51,3,25,2,3845,Administracion de empresas,6,17,1
2,Tuesday,T131,26,Laboratorio de Alimentos,2,1,Sede Villa Campestre,663,Taller de Ingeniería de Alimentos II,3,745021C,14:00:00,18:00:00,51,4,7,3,3753,Ingeniería de Alimentos,8,13,5
2,Tuesday,T010,15,Sala de Sistemas 4,3,1,Sede Principe,1126,Genero pluralidad y diversidades,3,304035C,10:00:00,13:00:00,55,3,20,11,3643,Nutricion y dietetica,8,11,3
5,Friday,T030,11,salon 4,3,1,Sede Principe,420,Legislación Comercial II,4,801018M,18:20:00,21:20:00,50,3,4,6,3841,Contaduría Publica,3,39,7
